,route,sharpe,sortino,std,neg std,min net,acc,mean net,frequency,periods
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientsemivariance/minsemivariance/4_6h_40,-0.002031902622212722,-0.0028392370748460067,0.033036897649488736,0.023642886167725294,-0.0801657031001046,0.9678890870620308,-6.712775896376947e-05,6h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientsemivariance/minsemivariance/4_6h_100,-0.015795607012914378,-0.02231398007335643,0.032039791843970024,0.022680308895104473,-0.0801657031001046,0.946735116282376,-0.0005060879607429298,6h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientfrontier/minvol/4_6h_80,-0.035935540251407994,-0.04895600248045422,0.03064653542333247,0.022495705357296298,-0.0801657031001046,0.9188387712989992,-0.0011012998072713648,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientfrontier/minvol/4_6h_100,-0.04225335186870023,-0.058918042895563884,0.03072749486797117,0.022036367620042286,-0.0801657031001046,0.9089977785550906,-0.0012983396527000664,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientsemivariance/minsemivariance/4_6h_60,-0.0490281370219648,-0.0705398409393104,0.031274331612289936,0.021736967295927473,-0.0801657031001046,0.896763654780578,-0.0015333222155577161,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientfrontier/minvol/4_6h_40,-0.056503057831062735,-0.07503258590074953,0.03068159353865811,0.023104679563584685,-0.0801657031001046,0.8879490680699809,-0.00173360385406396,6h,2
7,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientfrontier/minvol/4_6h_60,-0.07373606016730082,-0.09826278710671127,0.03070142608147471,0.023038245376727585,-0.0801657031001046,0.8627454160143175,-0.002263802200765558,6h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientsemivariance/minsemivariance/4_6h_80,0.035741236173817845,0.05231263481515607,0.03506863864013514,0.023959727900537884,-0.0801657031001046,1.0326747429654854,0.0012533964959313443,6h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientsemivariance/minsemivariance/4_6h_100,0.027279034554671587,0.04052084902962017,0.03500326561580896,0.023564543071691677,-0.0801657031001046,1.0178140428092983,0.0009548552922600004,6h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientsemivariance/minsemivariance/4_6h_40,0.021881717651808272,0.032285653341083576,0.035716008263006874,0.02420665303577028,-0.0801657031001046,1.0080008193616186,0.0007815276084607676,6h,2
